"id_tarif_inacbg","kd_inacbg","uraian","kelas","tipe_rs","tarif"
"654","E-2-21-0  ","PROSEDUR BESAR PADA KELENJAR TIROID DAN PARATIROID","","C","283500"
"670","E-4-10-II ","PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK SEDANG","I","B","6712500"
"675","E-4-10-III","PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK BERAT","I","C","8159800"
"657","E-3-10-0  ","PROSEDUR DIAGNOSTIK PADA KELENJAR ENDOKRIN","","B","302400"
"659","E-4-10-I  ","PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK RINGAN","III","B","3431300"
"662","E-4-10-I  ","PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK RINGAN","II","C","4032700"
"672","E-4-10-III","PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK BERAT","III","B","6135200"
"677","E-4-11-I  ","HIPOVOLEMIA & GANGGUAN ELEKROLIT RINGAN","III","C","2214000"
"685","E-4-11-II ","HIPOVOLEMIA & GANGGUAN ELEKROLIT SEDANG","III","B","4413100"
"679","E-4-11-I  ","HIPOVOLEMIA & GANGGUAN ELEKROLIT RINGAN","III","B","2894600"
"681","E-4-11-I  ","HIPOVOLEMIA & GANGGUAN ELEKROLIT RINGAN","II","B","3473500"
"683","E-4-11-II ","HIPOVOLEMIA & GANGGUAN ELEKROLIT SEDANG","III","C","3375400"
"692","E-4-11-III","HIPOVOLEMIA & GANGGUAN ELEKROLIT BERAT","III","B","6165000"
"688","E-4-11-II ","HIPOVOLEMIA & GANGGUAN ELEKROLIT SEDANG","I","B","6178300"
"565","D-4-13-I  ","GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE RINGAN","II","B","3511300"
"690","E-4-11-III","HIPOVOLEMIA & GANGGUAN ELEKROLIT BERAT","II","C","5488700"
"694","E-4-11-III","HIPOVOLEMIA & GANGGUAN ELEKROLIT BERAT","I","B","8631000"
"696","E-4-12-I  ","GANGGUAN METABOLIK BAWAAN RINGAN","II","C","3052600"
"698","E-4-12-I  ","GANGGUAN METABOLIK BAWAAN RINGAN","I","C","3561300"
"700","E-4-12-I  ","GANGGUAN METABOLIK BAWAAN RINGAN","I","B","4656200"
"701","E-4-12-II ","GANGGUAN METABOLIK BAWAAN SEDANG","III","C","4405300"
"707","E-4-12-III","GANGGUAN METABOLIK BAWAAN BERAT","III","C","5221900"
"703","E-4-12-II ","GANGGUAN METABOLIK BAWAAN SEDANG","III","B","5759600"
"716","E-4-13-I  ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN RINGAN","I","C","3878200"
"709","E-4-12-III","GANGGUAN METABOLIK BAWAAN BERAT","III","B","6827200"
"720","E-4-13-II ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN SEDANG","II","C","4869300"
"711","E-4-12-III","GANGGUAN METABOLIK BAWAAN BERAT","II","B","8192700"
"713","E-4-13-I  ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN RINGAN","III","C","2770100"
"718","E-4-13-I  ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN RINGAN","I","B","5070400"
"725","E-4-13-III","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN BERAT","III","C","5304300"
"727","E-4-13-III","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN BERAT","III","B","7149400"
"731","E-4-14-I  ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN RINGAN","III","B","0"
"733","E-4-14-I  ","GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN RINGAN","I","B","6875300"
"737","F-4-10-I  ","SCHIZOFRENIA RINGAN","II","C","3539000"
"570","D-4-13-II ","GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE SEDANG","I","C","4434600"
"735","F-3-10-0  ","TERAPI SHOCK","","B","421100"
"738","F-4-10-I  ","SCHIZOFRENIA RINGAN","I","C","4128800"
"740","F-4-10-I  ","SCHIZOFRENIA RINGAN","II","B","4770000"
"578","D-4-13-III","GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE BERAT","I","B","7415700"
"840","F-4-15-III","NEUROSA SELAIN DEPRESI BERAT","III","B","5370100"
"370","C-4-11-I  ","LIMFOMA & LEUKEMIA NON AKUT RINGAN","II","C","3981100"
"857","F-4-16-III","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL BERAT","II","C","7649800"
"846","F-4-16-I  ","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL RINGAN","III","B","5536500"
"851","F-4-16-II ","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL SEDANG","II","C","5730900"
"855","F-4-16-II ","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL SEDANG","I","B","9011900"
"853","F-4-16-II ","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL SEDANG","I","C","6686100"
"375","C-4-11-II ","LIMFOMA & LEUKEMIA NON AKUT SEDANG","III","C","4439400"
"866","F-4-17-I  ","GANGGUAN MENTAL PADA KANAK-KANAK RINGAN","II","B","1521900"
"862","F-4-17-I  ","GANGGUAN MENTAL PADA KANAK-KANAK RINGAN","III","C","970100"
"860","F-4-16-III","GANGGUAN ORGANIK DAN KETERBELAKANGAN MENTAL BERAT","II","B","10310900"
"887","F-4-18-II ","GANGGUAN NUTRISI KOMPULSIF SEDANG","II","C","4712600"
"864","F-4-17-I  ","GANGGUAN MENTAL PADA KANAK-KANAK RINGAN","III","B","1268300"
"870","F-4-17-II ","GANGGUAN MENTAL PADA KANAK-KANAK SEDANG","III","B","3717200"
"379","C-4-11-II ","LIMFOMA & LEUKEMIA NON AKUT SEDANG","II","B","6965100"
"868","F-4-17-II ","GANGGUAN MENTAL PADA KANAK-KANAK SEDANG","III","C","2843100"
"872","F-4-17-II ","GANGGUAN MENTAL PADA KANAK-KANAK SEDANG","II","B","4460600"
"878","F-4-17-III","GANGGUAN MENTAL PADA KANAK-KANAK BERAT","II","B","4759000"
"874","F-4-17-III","GANGGUAN MENTAL PADA KANAK-KANAK BERAT","III","C","3033300"
"880","F-4-18-I  ","GANGGUAN NUTRISI KOMPULSIF RINGAN","III","C","3569200"
"881","F-4-18-I  ","GANGGUAN NUTRISI KOMPULSIF RINGAN","II","C","4283000"
"883","F-4-18-I  ","GANGGUAN NUTRISI KOMPULSIF RINGAN","I","C","4996900"
"426","C-4-14-I  ","TUMOR MYELOPROLIFERATIF LAIN-LAIN RINGAN","I","C","3863000"
"885","F-4-18-I  ","GANGGUAN NUTRISI KOMPULSIF RINGAN","I","B","6735100"
"896","F-4-18-III","GANGGUAN NUTRISI KOMPULSIF BERAT","II","B","9791900"
"890","F-4-18-II ","GANGGUAN NUTRISI KOMPULSIF SEDANG","II","B","6351900"
"888","F-4-18-II ","GANGGUAN NUTRISI KOMPULSIF SEDANG","I","C","5498000"
"892","F-4-18-III","GANGGUAN NUTRISI KOMPULSIF BERAT","III","C","6054000"
"894","F-4-18-III","GANGGUAN NUTRISI KOMPULSIF BERAT","III","B","8159900"
"906","F-4-19-II ","GANGGUAN MENTAL LAIN-LAIN SEDANG","III","B","4708000"
"901","F-4-19-I  ","GANGGUAN MENTAL LAIN-LAIN RINGAN","III","B","3676600"
"899","F-4-19-I  ","GANGGUAN MENTAL LAIN-LAIN RINGAN","II","C","3273200"
"905","F-4-19-II ","GANGGUAN MENTAL LAIN-LAIN SEDANG","II","C","4191500"
"903","F-4-19-I  ","GANGGUAN MENTAL LAIN-LAIN RINGAN","I","B","5147200"
"908","F-4-19-II ","GANGGUAN MENTAL LAIN-LAIN SEDANG","II","B","5649600"
"746","F-4-10-II ","SCHIZOFRENIA SEDANG","II","B","5482200"
"910","F-4-19-III","GANGGUAN MENTAL LAIN-LAIN BERAT","III","C","4348700"
"748","F-4-10-III","SCHIZOFRENIA BERAT","III","C","4067400"
"912","F-4-19-III","GANGGUAN MENTAL LAIN-LAIN BERAT","III","B","5861500"
"914","F-4-19-III","GANGGUAN MENTAL LAIN-LAIN BERAT","II","B","7033700"
"749","F-4-10-III","SCHIZOFRENIA BERAT","II","C","4880800"
"919","F-5-11-0  ","TERAPI KELOMPOK","","B","340600"
"918","F-5-11-0  ","TERAPI KELOMPOK","","C","337000"
"750","F-4-10-III","SCHIZOFRENIA BERAT","III","B","5482200"
"758","F-4-11-I  ","DEPRESI MAYOR RINGAN","II","B","4613400"
"752","F-4-10-III","SCHIZOFRENIA BERAT","II","B","6578600"
"753","F-4-10-III","SCHIZOFRENIA BERAT","I","B","7675100"
"760","F-4-11-II ","DEPRESI MAYOR SEDANG","III","C","3323200"
"762","F-4-11-II ","DEPRESI MAYOR SEDANG","I","C","4652500"
"764","F-4-11-II ","DEPRESI MAYOR SEDANG","II","B","5375100"
"765","F-4-11-II ","DEPRESI MAYOR SEDANG","I","B","6271000"
"767","F-4-11-III","DEPRESI MAYOR BERAT","II","C","5113900"
"770","F-4-11-III","DEPRESI MAYOR BERAT","II","B","6892900"
"775","F-4-12-I  ","GANGGUAN PERSONALITI & KONTROL IMPULSE RINGAN","I","C","2188900"
"777","F-4-12-I  ","GANGGUAN PERSONALITI & KONTROL IMPULSE RINGAN","I","B","2861900"
"780","F-4-12-II ","GANGGUAN PERSONALITI & KONTROL IMPULSE SEDANG","II","C","2667400"
"784","F-4-12-III","GANGGUAN PERSONALITI & KONTROL IMPULSE BERAT","III","C","4829000"
"786","F-4-12-III","GANGGUAN PERSONALITI & KONTROL IMPULSE BERAT","III","B","6313600"
"789","F-4-12-III","GANGGUAN PERSONALITI & KONTROL IMPULSE BERAT","I","B","8839000"
"790","F-4-13-I  ","GANGGUAN BIPOLAR RINGAN","III","C","2297600"
"792","F-4-13-I  ","GANGGUAN BIPOLAR RINGAN","III","B","3096800"
"794","F-4-13-I  ","GANGGUAN BIPOLAR RINGAN","II","B","3716200"
"796","F-4-13-II ","GANGGUAN BIPOLAR SEDANG","III","C","3031700"
"797","F-4-13-II ","GANGGUAN BIPOLAR SEDANG","II","C","3638100"
"799","F-4-13-II ","GANGGUAN BIPOLAR SEDANG","III","B","4086400"
"801","F-4-13-II ","GANGGUAN BIPOLAR SEDANG","I","B","5720900"
"802","F-4-13-III","GANGGUAN BIPOLAR BERAT","III","C","3925000"
"804","F-4-13-III","GANGGUAN BIPOLAR BERAT","I","C","5494900"
"806","F-4-13-III","GANGGUAN BIPOLAR BERAT","II","B","6348400"
"807","F-4-13-III","GANGGUAN BIPOLAR BERAT","I","B","7406400"
"809","F-4-14-I  ","DEPRESI RINGAN","II","C","1573100"
"812","F-4-14-I  ","DEPRESI RINGAN","II","B","2120300"
"813","F-4-14-I  ","DEPRESI RINGAN","I","B","2473700"
"815","F-4-14-II ","DEPRESI SEDANG","II","C","2017700"
"816","F-4-14-II ","DEPRESI SEDANG","I","C","2354000"
"818","F-4-14-II ","DEPRESI SEDANG","II","B","2719600"
"819","F-4-14-II ","DEPRESI SEDANG","I","B","3172800"
"821","F-4-14-III","DEPRESI BERAT","II","C","2714900"
"824","F-4-14-III","DEPRESI BERAT","II","B","3659400"
"825","F-4-14-III","DEPRESI BERAT","I","B","4269300"
"829","F-4-15-I  ","NEUROSA SELAIN DEPRESI RINGAN","III","B","2729500"
"831","F-4-15-I  ","NEUROSA SELAIN DEPRESI RINGAN","I","B","3821300"
"835","F-4-15-II ","NEUROSA SELAIN DEPRESI SEDANG","I","C","4355300"
"837","F-4-15-II ","NEUROSA SELAIN DEPRESI SEDANG","I","B","5694200"
"838","F-4-15-III","NEUROSA SELAIN DEPRESI BERAT","III","C","4107400"
"842","F-4-15-III","NEUROSA SELAIN DEPRESI BERAT","II","B","6444100"
"921","F-5-12-0  ","PROSEDUR TES DIAGNOSTIK KESEHATAN JIWA","","C","302900"
"923","F-5-13-0  ","PSIKOTERAPI INDIVIDU DEWASA AKUT","","C","449400"
"925","F-5-14-0  ","PSIKOTHERAPI INDIVIDU DEWASA BUKAN AKUT","","B","198300"
"1","A-4-10-I  "," SEPTIKEMIA RINGAN","III","C","1899200"
"9","A-4-10-II ","SEPTIKEMIA SEDANG","II","C","3893500"
"12","A-4-10-II ","SEPTIKEMIA SEDANG","I","B","5938800"
"15","A-4-10-III","SEPTIKEMIA BERAT","III","B","5719600"
"18","A-4-10-III","SEPTIKEMIA BERAT","I","B","8007400"
"22","A-4-11-I  ","INFEKSI SESUDAH OPERASI & TRAUMA RINGAN","I","C","3914900"
"23","A-4-11-I  ","INFEKSI SESUDAH OPERASI & TRAUMA RINGAN","II","B","3871900"
"25","A-4-11-II ","INFEKSI SESUDAH OPERASI & TRAUMA SEDANG","III","C","3980000"
"27","A-4-11-II ","INFEKSI SESUDAH OPERASI & TRAUMA SEDANG","II","C","4776000"
"29","A-4-11-II ","INFEKSI SESUDAH OPERASI & TRAUMA SEDANG","I","C","5572100"
"33","A-4-11-III","INFEKSI SESUDAH OPERASI & TRAUMA BERAT","II","C","6610500"
"35","A-4-11-III","INFEKSI SESUDAH OPERASI & TRAUMA BERAT","II","B","7627500"
"37","A-4-12-I  ","DEMAM RINGAN","III","C","2532200"
"40","A-4-12-I  ","DEMAM RINGAN","II","C","3038600"
"43","A-4-12-II ","DEMAM SEDANG","III","B","3219800"
"46","A-4-12-II ","DEMAM SEDANG","II","B","3863800"
"49","A-4-12-III","DEMAM BERAT","III","C","3365500"
"52","A-4-12-III","DEMAM BERAT","II","C","4038700"
"57","A-4-13-I  ","INFEKSI NON BAKTERI RINGAN","II","C","1827300"
"60","A-4-13-I  ","INFEKSI NON BAKTERI RINGAN","I","B","2866300"
"62","A-4-13-II ","INFEKSI NON BAKTERI SEDANG","II","C","2752800"
"65","A-4-13-II ","INFEKSI NON BAKTERI SEDANG","II","B","3135700"
"67","A-4-13-III","INFEKSI NON BAKTERI BERAT","III","C","2752800"
"70","A-4-13-III","INFEKSI NON BAKTERI BERAT","II","B","3762800"
"73","A-4-14-I  ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN RINGAN","III","C","2111400"
"75","A-4-14-I  ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN RINGAN","III","B","2222500"
"78","A-4-14-I  ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN RINGAN","I","B","3111400"
"80","A-4-14-II ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN SEDANG","III","B","2697800"
"82","A-4-14-II ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN SEDANG","II","C","3075400"
"83","A-4-14-II ","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN SEDANG","I","C","3588000"
"85","A-4-14-III","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN BERAT","III","B","3237400"
"87","A-4-14-III","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN BERAT","II","C","3690500"
"88","A-4-14-III","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN BERAT","II","B","3884800"
"90","A-4-14-III","PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN BERAT","I","B","4532300"
"94","A-4-15-I  ","INFEKSI HIV RINGAN","III","B","14172700"
"97","A-4-15-II ","INFEKSI HIV SEDANG","III","C","4961900"
"100","A-4-15-II ","INFEKSI HIV SEDANG","III","B","17649800"
"103","A-4-15-III","INFEKSI HIV BERAT","III","C","6226800"
"109","B-1-01-I  ","PROSEDUR PENCANGKOKAN HATI RINGAN","III","C","22694500"
"111","B-1-01-I  ","PROSEDUR PENCANGKOKAN HATI RINGAN","I","C","31772400"
"113","B-1-01-I  ","PROSEDUR PENCANGKOKAN HATI RINGAN","II","B","46517000"
"117","B-1-01-II ","PROSEDUR PENCANGKOKAN HATI SEDANG","I","C","35053400"
"119","B-1-01-II ","PROSEDUR PENCANGKOKAN HATI SEDANG","II","B","51320500"
"122","B-1-01-III","PROSEDUR PENCANGKOKAN HATI BERAT","I","B","131978200"
"124","B-1-01-III","PROSEDUR PENCANGKOKAN HATI BERAT","II","C","52706600"
"126","B-1-01-III","PROSEDUR PENCANGKOKAN HATI BERAT","III","B","94270100"
"128","B-1-10-I  ","PROSEDUR HATI DAN PANKREAS RINGAN","II","C","4705500"
"132","B-1-10-I  ","PROSEDUR HATI DAN PANKREAS RINGAN","I","B","8772400"
"134","B-1-10-II ","PROSEDUR HATI DAN PANKREAS SEDANG","II","C","10444100"
"136","B-1-10-II ","PROSEDUR HATI DAN PANKREAS SEDANG","III","B","13907800"
"138","B-1-10-II ","PROSEDUR HATI DAN PANKREAS SEDANG","I","B","19470900"
"945","G-1-01-III","PROSEDUR PEMBULUH DARAH INTRA KRANIAL BERAT","II","B","43478000"
"940","G-1-01-II ","PROSEDUR PEMBULUH DARAH INTRA KRANIAL SEDANG","II","B","28641400"
"949","G-1-10-I  ","PROSEDUR KRANIOTOMI RINGAN","II","C","12795400"
"959","G-1-10-II ","PROSEDUR KRANIOTOMI SEDANG","I","B","28086200"
"951","G-1-10-I  ","PROSEDUR KRANIOTOMI RINGAN","III","B","17038900"
"954","G-1-10-II ","PROSEDUR KRANIOTOMI SEDANG","III","C","12554400"
"956","G-1-10-II ","PROSEDUR KRANIOTOMI SEDANG","I","C","17576200"
"957","G-1-10-II ","PROSEDUR KRANIOTOMI SEDANG","III","B","20061600"
"961","G-1-10-III","PROSEDUR KRANIOTOMI BERAT","II","C","16598800"
"964","G-1-10-III","PROSEDUR KRANIOTOMI BERAT","II","B","26524400"
"963","G-1-10-III","PROSEDUR KRANIOTOMI BERAT","III","B","22103700"
"966","G-1-11-I  ","PROSEDUR VENTRICULAR SHUNT RINGAN","III","C","8855500"
"968","G-1-11-I  ","PROSEDUR VENTRICULAR SHUNT RINGAN","III","B","11577900"
"986","G-1-12-I  ","PROSEDUR PEMBULUH DARAH EXTRA KRANIAL RINGAN","III","B","4834200"
"970","G-1-11-I  ","PROSEDUR VENTRICULAR SHUNT RINGAN","II","B","13893500"
"974","G-1-11-II ","PROSEDUR VENTRICULAR SHUNT SEDANG","III","B","21167100"
"976","G-1-11-II ","PROSEDUR VENTRICULAR SHUNT SEDANG","II","B","25400500"
"978","G-1-11-III","PROSEDUR VENTRICULAR SHUNT BERAT","III","C","29850100"
"979","G-1-11-III","PROSEDUR VENTRICULAR SHUNT BERAT","III","B","35117800"
"981","G-1-11-III","PROSEDUR VENTRICULAR SHUNT BERAT","I","C","41790100"
"983","G-1-11-III","PROSEDUR VENTRICULAR SHUNT BERAT","I","B","49164900"
"992","G-1-12-II ","PROSEDUR PEMBULUH DARAH EXTRA KRANIAL SEDANG","III","B","9342100"
"995","G-1-12-II ","PROSEDUR PEMBULUH DARAH EXTRA KRANIAL SEDANG","I","B","13079000"
"997","G-1-12-III","PROSEDUR PEMBULUH DARAH EXTRA KRANIAL BERAT","II","C","11334800"
"999","G-1-12-III","PROSEDUR PEMBULUH DARAH EXTRA KRANIAL BERAT","I","C","13224000"
"141","B-1-10-III","PROSEDUR HATI DAN PANKREAS BERAT","I","C","24054400"
"143","B-1-10-III","PROSEDUR HATI DAN PANKREAS BERAT","II","B","32947000"
"441","D-1-10-I  ","PROSEDUR PENCANGKOKAN SUMSUM TULANG RINGAN","III","C","13503500"
"931","G-1-01-I  ","PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL RINGAN","II","C","12483000"
"933","G-1-01-I  ","PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL RINGAN","III","B","16641400"
"936","G-1-01-II ","PROSEDUR PEMBULUH DARAH INTRA KRANIAL SEDANG","III","C","16198900"
"938","G-1-01-II ","PROSEDUR PEMBULUH DARAH INTRA KRANIAL SEDANG","I","C","22678400"
"943","G-1-01-III","PROSEDUR PEMBULUH DARAH INTRA KRANIAL BERAT","III","B","36231700"
"149","B-1-11-I  ","PROSEDUR SALURAN EMPEDU KOMPLEK (RINGAN)","II","B","8220300"
"152","B-1-11-II ","PROSEDUR SALURAN EMPEDU KOMPLEK (SEDANG)","II","C","8148000"
"154","B-1-11-II ","PROSEDUR SALURAN EMPEDU KOMPLEK (SEDANG)","I","C","9506000"
"156","B-1-11-II ","PROSEDUR SALURAN EMPEDU KOMPLEK (SEDANG)","I","B","12812800"
"158","B-1-11-III","PROSEDUR SALURAN EMPEDU KOMPLEK (BERAT)","II","C","10527100"
"160","B-1-11-III","PROSEDUR SALURAN EMPEDU KOMPLEK (BERAT)","I","C","12281600"
"162","B-1-11-III","PROSEDUR SALURAN EMPEDU KOMPLEK (BERAT)","I","B","16553900"
"165","B-1-12-I  ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK RINGAN","I","C","7162500"
"167","B-1-12-I  ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK RINGAN","II","B","8275000"
"169","B-1-12-II ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK SEDANG","III","C","5690000"
"171","B-1-12-II ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK SEDANG","III","B","7669300"
"172","B-1-12-II ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK SEDANG","I","C","7966000"
"174","B-1-12-II ","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK SEDANG","I","B","10737100"
"176","B-1-12-III","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK BERAT","II","C","10681600"
"180","B-1-12-III","PROSEDUR CHOLESISTEKTOMI TANPA LAPAROSKOPIK BERAT","I","B","16797000"
"183","B-1-13-I  ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (RINGAN)","III","B","5492600"
"185","B-1-13-I  ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (RINGAN)","II","B","6591100"
"186","B-1-13-I  ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (RINGAN)","I","B","7689600"
"187","B-1-13-II ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (SEDANG)","III","C","6704900"
"189","B-1-13-II ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (SEDANG)","I","C","9386900"
"192","B-1-13-II ","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (SEDANG)","I","B","12652300"
"194","B-1-13-III","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (BERAT)","II","C","10410700"
"195","B-1-13-III","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (BERAT)","III","B","11693600"
"197","B-1-13-III","PROSEDUR PANKREAS DAN HEPATOBILLIARI LAIN-LAIN (BERAT)","II","B","14032300"
"199","B-1-14-I  ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK RINGAN","III","C","5599200"
"200","B-1-14-I  ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK RINGAN","II","C","6719100"
"202","B-1-14-I  ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK RINGAN","I","C","7838900"
"204","B-1-14-I  ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK RINGAN","I","B","10565800"
"207","B-1-14-II ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK SEDANG","III","B","8393600"
"209","B-1-14-II ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK SEDANG","II","B","10072400"
"210","B-1-14-II ","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK SEDANG","I","B","11751100"
"212","B-1-14-III","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK BERAT","II","C","11690400"
"214","B-1-14-III","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK BERAT","I","C","13638800"
"216","B-1-14-III","PROSEDUR CHOLESISTEKTOMI DENGAN LAPAROSKOPIK BERAT","I","B","18383300"
"218","B-2-10-0  ","PROSEDUR PADA HATI DAN PANKREAS","","C","914000"
"220","B-2-11-0  ","PROSEDUR BESAR PADA SALURAN EMPEDU","","C","1185500"
"222","B-2-12-0  ","PROSEDUR KOLESISTEKTOMI TANPA LAPAROSKOPI","","B","2227900"
"237","B-4-10-I  ","SIROSIS DAN HEPATITIS ALKOHOLIK RINGAN","II","B","2718000"
"224","B-2-13-0  ","PROSEDUR LAIN-LAIN PADA HEPATOBILIARI & PANKREAS","","C","1821900"
"226","B-2-14-0  ","PROSEDUR KOLESISTEKTOMI DENGAN LAPAROSKOPI","","B","2392600"
"229","B-3-11-0  ","PROSEDUR ENDOSKOPI SALURAN EMPEDU","","C","774100"
"239","B-4-10-II ","SIROSIS DAN HEPATITIS ALKOHOLIK SEDANG","III","C","2765400"
"231","B-3-12-0  ","PROSEDUR LAIN-LAIN PADA SISTEM HEPATOBILIARI DAN PANKREAS","","C","340500"
"233","B-4-10-I  ","SIROSIS DAN HEPATITIS ALKOHOLIK RINGAN","III","C","1732400"
"240","B-4-10-II ","SIROSIS DAN HEPATITIS ALKOHOLIK SEDANG","II","C","3318500"
"235","B-4-10-I  ","SIROSIS DAN HEPATITIS ALKOHOLIK RINGAN","III","B","2265000"
"248","B-4-10-III","SIROSIS DAN HEPATITIS ALKOHOLIK BERAT","I","C","5341000"
"242","B-4-10-II ","SIROSIS DAN HEPATITIS ALKOHOLIK SEDANG","I","C","3871600"
"244","B-4-10-II ","SIROSIS DAN HEPATITIS ALKOHOLIK SEDANG","I","B","5061800"
"250","B-4-10-III","SIROSIS DAN HEPATITIS ALKOHOLIK BERAT","I","B","6983000"
"252","B-4-11-I  ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS RINGAN","II","C","4383100"
"253","B-4-11-I  ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS RINGAN","I","C","5113600"
"255","B-4-11-I  ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS RINGAN","II","B","5730600"
"257","B-4-11-II ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS SEDANG","III","C","5113600"
"261","B-4-11-II ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS SEDANG","II","B","8022900"
"262","B-4-11-II ","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS SEDANG","I","B","9360000"
"264","B-4-11-III","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS BERAT","II","C","7434100"
"277","B-4-12-II ","GANGGUAN PANKREAS SELAIN TUMOR (SEDANG)","III","B","6338200"
"266","B-4-11-III","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS BERAT","I","C","8673100"
"268","B-4-11-III","TUMOR SISTEM HEPATOBILLIARI DAN PANCREAS BERAT","I","B","11339500"
"270","B-4-12-I  ","GANGGUAN PANKREAS SELAIN TUMOR (RINGAN)","II","C","3962800"
"271","B-4-12-I  ","GANGGUAN PANKREAS SELAIN TUMOR (RINGAN)","III","B","4317600"
"273","B-4-12-I  ","GANGGUAN PANKREAS SELAIN TUMOR (RINGAN)","II","B","5181100"
"279","B-4-12-II ","GANGGUAN PANKREAS SELAIN TUMOR (SEDANG)","II","B","7605800"
"281","B-4-12-III","GANGGUAN PANKREAS SELAIN TUMOR (BERAT)","III","C","6996100"
"283","B-4-12-III","GANGGUAN PANKREAS SELAIN TUMOR (BERAT)","III","B","9429800"
"285","B-4-12-III","GANGGUAN PANKREAS SELAIN TUMOR (BERAT)","II","B","11315800"
"288","B-4-13-I  ","GANGGUAN HATI SELAIN TUMOR, SIROSIS ATAU HEPATITIS ALKOHOLIK RINGAN","II","C","3780200"
